CarModel0,Mass_kg0,CarModel1,Mass_kg1,CarModel2,Mass_kg2,CarModel3,Mass_kg3,CarModel4,Mass_kg4,SumRandomValue,TotalMass,TotalLength,Velocity1,GravityCenter1,Velocity2,TheoreticalVelocity2,GravityCenter2,T12,TheoreticalT12,Velocity3,TheoreticalVelocity3,GravityCenter3,T23,TheoreticalT23
23.5kGALTANK,64334.467167607414,3285CFCOVEREDHOPPER,59021.563553166896,33.7kGALTANK,72266.01565093259,25.39kGALTANK,73530.13412771322,null,null,-160.8021199666091,269152.18049942015,67.89000000000001,2.8456232150706455,-2.073358517393257,5.854138508769637,5.841439202651485,-3.884151899022285,27.612,27.643,3.8158639029241637,3.775792355189487,-4.035557971575493,56.079,56.321
25.39kGALTANK,66287.5539097883,23.5kGALTANK,35110,66FTGONDOLA,78972.76788815143,null,null,null,null,-295.10842407112307,180370.32179793972,56.61000000000001,2.9042957153811644,-2.1847997563504813,5.751823212182156,5.716178915540236,-3.9064788220969686,27.486,27.577,3.781049208741262,3.6692554073994295,-4.040402431292009,57.012,57.707
100TROPENTOPHOPPER,67513.59022838512,5188COVEREDHOPPER,89158.35250247602,29.3kGALTANK,73664.35640115023,null,null,null,null,-91.44332788047038,230336.29913201137,52.099999999999994,2.9657485108989174,-2.2180789508861602,5.743597632351758,5.734949453856699,-3.907787000000001,27.267,27.286,3.782670461978928,3.7551985437453377,-4.041747172165799,57.011,57.184
23.5kGALTANK,65537.76851111144,BIAUTORACK,63488.29924805439,25.39kGALTANK,40910,BIAUTORACK,45360,25.39kGALTANK,126422.13111540869,-64.06589203028122,341718.1988745745,110.56,2.5943952335599776,-1.6073831055522234,6.175519104281515,6.171642181594329,-3.687252969664464,26.840,26.847,4.570292632827938,4.559941662033937,-4.022949540785051,49.306,49.356
73FTCENTERBEAM,100625.95532188896,BIAUTORACK,66098.0404538027,TRIAUTORACK,47990,null,null,null,null,81.13449642547204,214713.99577569167,81.75,2.2362457911769753,-1.7928343497872852,5.976483837196256,5.984304221385872,-3.815174569001132,29.783,29.755,4.037684915185235,4.061602390767478,-4.023616885082899,53.710,53.584
100TROPENTOPHOPPER,80188.8945420182,BIAUTORACK,45360,100TROPENTOPHOPPER,26540,null,null,null,null,-245.87690204511557,152088.89454201818,60.96,3.6585780637005754,-1.9962012771537843,6.264604605316128,6.23278042770836,-3.8832845097737616,24.726,24.793,4.0273684372412415,3.926592108572365,-4.032083125447386,52.773,53.314
TRIAUTORACK,57388.680857310595,null,null,null,null,null,null,null,null,-145.02612903891782,57388.680857310595,28.6,3.164908583266625,-2.425198,5.348791421321215,5.28962631402883,-3.9077870000000003,27.236,27.382,2.9584041375647,2.732552624124594,-4.051346342056319,65.426,67.298
66FTGONDOLA,39893.721646883874,null,null,null,null,null,null,null,null,-90.2843622182495,39893.721646883874,21.46,3.384319752618836,-2.4858880000000005,5.270528028608193,5.217955052598079,-3.9077870000000003,26.797,26.923,2.686226160787966,2.4722161627347328,-4.054202486996235,68.511,70.475
4750CFCOVEREDHOPPER,60400.25180712901,5188COVEREDHOPPER,28120,null,null,null,null,null,null,-68.45400927894437,88520.25180712901,35.980000000000004,3.831333224793796,-2.3093402270263974,5.779208739216592,5.763032002664934,-3.9077870000000003,24.854,24.886,3.089982495500245,3.028143730236365,-4.045894228734947,61.545,61.998
BIAUTORACK,45360,5188COVEREDHOPPER,28120,100TOPENTOPHOPPER,86817.1334152172,null,null,null,null,97.76578813481223,160297.13341521722,61.43,3.842545618740533,-2.294603649020059,5.9581806776768005,5.970968427802444,-3.907626804168924,24.545,24.515,3.7605133542543445,3.801289583542275,-4.0454694593701275,55.918,55.683
BNCOIL,85696.67179387141,53FTWELL,24950,TRIAUTORACK,53949.66419471664,100TROPENTOPHOPPER,91538.36226146322,68FTFLAT,50201.50680286885,136.755784767871,306336.2050529201,104.22,3.212980284850589,-1.4856404500196263,6.545740269785341,6.554137704282697,-3.6826428229989703,24.506,24.485,4.806656688109737,4.830024819398005,-4.019673915189392,46.816,46.723
BNCOIL,87281.18332869324,null,null,null,null,null,null,null,null,138.18851120220012,87281.18332869324,13.69,2.741186138810629,-2.551933,4.925459963492625,4.96622254863106,-3.9077870000000003,29.347,29.228,2.4197268842646076,2.5834280537614345,-4.057309692762921,73.849,72.224
73FTCENTERBEAM,114661.75296471792,23.5kGALTANK,35110,null,null,null,null,null,null,114.45614393557881,149771.75296471792,41.49,1.6009741019975008,-2.2543159199925764,5.105674669626573,5.12475115574234,-3.9077870000000003,33.568,33.494,2.7753492470931325,2.8453170190711283,-4.04330601973264,68.994,68.382
66FTGONDOLA,33610,29.3kGALTANK,77548.09865647554,29.3kGALTANK,36740,25.39kGALTANK,93382.82030462816,29.3kGALTANK,113139.55387666113,53.42679381451896,354420.4728377648,94.39,2.992964571389572,-1.9884405707526451,6.0498095996127885,6.052962755789203,-3.836852058397485,26.613,26.603,4.3522379902606465,4.361161013767761,-4.0333998273109986,51.759,51.717
66FTGONDOLA,115901.29143052177,BNCOIL,123904.0912224381,null,null,null,null,null,null,-38.44145884347877,239805.38265295987,35.15,3.3262586489255463,-2.4075308687214565,5.63068745471726,5.627149726111352,-3.907787,26.200,26.205,3.7572992435233137,3.7459427611905736,-4.050514211722505,57.761,57.837
29.3kGALTANK,62631.97569265008,BIAUTORACK,45360,BNCOIL,69796.86567092896,null,null,null,null,95.26098209160227,177788.84136357903,60.53,2.9215058295933964,-2.1817299234996046,5.66798705639108,5.679890052773448,-3.895529474854975,27.650,27.616,3.443109151411089,3.482193365314138,-4.040436650540916,59.582,59.326
100TOPENTOPHOPPER,28030,53FTWELL,24950,null,null,null,null,null,null,-29.062968149155836,52980,38.55,3.8490910540138166,-2.296035783125708,5.709082317187587,5.6977492592652546,-3.907787,25.036,25.058,2.8285183943892553,2.782083669567849,-4.0452685152037,64.080,64.450
3285CFCOVEREDHOPPER,24030,5188COVEREDHOPPER,28120,66FTGONDOLA,44563.42577116301,null,null,null,null,-12.691506286410444,96713.42577116302,51.9,2.9562203613390032,-2.2384150638573908,5.339029212666986,5.336304037002011,-3.907787,28.330,28.334,2.1259348240354887,2.1107963974504997,-4.042734866241319,73.558,73.721
3285CFCOVEREDHOPPER,110703.38310087885,TRIAUTORACK,57257.99017474209,null,null,null,null,null,null,-8.735400134935503,167961.37327562095,41.36,2.691683637671753,-2.193484716142289,5.60354541033041,5.602626678967047,-3.907787,28.449,28.449,3.378608715338824,3.3743715766155993,-4.040442347733728,60.551,60.585
100TOPENTOPHOPPER,28030,null,null,null,null,null,null,null,null,13.703485418901721,28030,15.15,3.99461260236546,-2.539523,5.185428308637841,5.196692618104783,-3.907787,25.527,25.498,0.6017835769857064,0.7610926715517969,-4.056725708601577,96.425,93.650
29.3kGALTANK,36740,null,null,null,null,null,null,null,null,-106.66794434042552,36740,18.24,3.3257840102743845,-2.513258,5.057920530054834,4.9884312996517775,-3.907787000000001,27.444,27.620,1.8456891591001607,1.4295059726781982,-4.055489734658993,79.533,84.926
52FTGONDOLA,56912.081471759666,null,null,null,null,null,null,null,null,135.0665172798225,56912.081471759666,17.35,1.9478668431519477,-2.5208229999999996,4.479199146030289,4.544986651157358,-3.9077870000000003,33.475,33.238,0.2666162529083456,1.1202912405154297,-4.055845561800876,115.446,97.494
25.39kGALTANK,40910,100TROPENTOPHOPPER,26540,3285CFCOVEREDHOPPER,24030,4750CFCOVEREDHOPPER,32353.15253083384,null,null,-140.22408857584037,123833.15253083385,65.45,2.0281128706587195,-2.0713878079755648,5.1790473524764575,5.153059617504356,-3.883246156001832,32.310,32.400,1.6658506401546775,1.4992296411259354,-4.0354382369346835,80.344,82.472
29.3kGALTANK,36740,23.5kGALTANK,35110,73FTCENTERBEAM,28120,BNCOIL,19140,null,null,97.395266180397,119110,73.42,3.007101375803983,-1.9465165542775587,5.7313289954048665,5.748370195053808,-3.865250829762044,27.792,27.742,2.581025115674413,2.6532531181501646,-4.030120430441738,65.802,65.209
53FTWELL,97013.35428084624,25.39kGALTANK,43283.61737735593,null,null,null,null,null,null,75.26083756029158,140296.97165820218,41.61,1.6457287021800953,-2.2689448685337417,5.004568455777364,5.018115529406639,-3.9077870000000003,33.667,33.614,2.287835421061246,2.345938477692375,-4.043993700374002,74.823,74.220
BIAUTORACK,45360,25.39kGALTANK,78142.6456443228,null,null,null,null,null,null,106.45908924018218,123502.6456443228,46.81,2.6750151389889423,-2.3673779637354575,5.158451710307551,5.179355288092107,-3.9077870000000003,29.306,29.243,2.4115348074480742,2.4995178951928176,-4.048625988583326,71.995,71.151
52FTGONDOLA,56232.17099500429,null,null,null,null,null,null,null,null,149.79109400727805,56232.17099500429,17.35,2.7736191924616627,-2.520823,4.902209889133673,4.96982175275726,-3.9077870000000003,29.381,29.185,2.0124289622665197,2.3242681634325257,-4.055846722032939,78.635,75.190
29.3kGALTANK,118717.54475480386,73FTCENTERBEAM,28120,null,null,null,null,null,null,-13.900939196752347,146837.54475480388,42.79,1.594053590859209,-2.165560933907868,5.301010806997226,5.298894394368305,-3.907787,33.282,33.287,3.1319657084010704,3.1239181773514453,-4.039128402094341,64.501,64.569
25.39kGALTANK,40910,100TROPENTOPHOPPER,26540,100TROPENTOPHOPPER,26540,25.39kGALTANK,40910,null,null,186.40179551820148,134900,68.78,2.742800222398747,-2.0649552464788736,5.487886014003756,5.518261662010913,-3.8771857544120216,28.954,28.862,2.3468815477183878,2.4824311247131705,-4.035274577071924,69.745,68.510
23.5kGALTANK,41775.33606117063,23.5kGALTANK,79139.07002842493,3285CFCOVEREDHOPPER,63030.056791936804,null,null,null,null,-133.33334816096078,183944.46288153238,46.64,3.0140840931267987,-2.328489350360996,5.449558180380122,5.43312835380076,-3.907787,27.637,27.677,3.073345498590289,3.0132046284791096,-4.046796562062125,63.867,64.338
25.39kGALTANK,120230.87201794721,52FTGONDOLA,87187.75519345638,73FTCENTERBEAM,28120,null,null,null,null,11.707127640448618,235538.6272114036,60.11,3.3148077122356137,-1.9755155291712378,6.323393542529467,6.324394311873715,-3.8916888870098187,25.436,25.431,4.557837254013461,4.560562242833472,-4.030946390898199,49.831,49.822
BNCOIL,19140,33.7kGALTANK,87181.08075612478,null,null,null,null,null,null,-125.57165889594773,106321.08075612478,33.67,3.7897009528049104,-2.4469469633340477,5.618913326064602,5.592983030109561,-3.9077870000000003,25.086,25.140,3.2187321318514592,3.126188139772662,-4.052370272690744,61.588,62.264
25.39kGALTANK,44901.32850106019,BNCOIL,19140,null,null,null,null,null,null,-101.3743621684236,64041.32850106019,31.9,2.908749738514445,-2.3618214656513503,5.025117689074044,4.987730694829844,-3.9077870000000003,28.974,29.077,1.1949697539742583,0.8402226765139523,-4.048363371414324,89.184,94.997
BNCOIL,19140,100TOPENTOPHOPPER,103867.3424403207,23.5kGALTANK,35110,null,null,null,null,-101.90393311721397,158117.3424403207,45.78,3.399370633352682,-2.2824365090522645,5.765046354936591,5.751279532247781,-3.9077870000000003,25.948,25.977,3.6344663489579627,3.5890859757678033,-4.044629980014803,57.836,58.127
TRIAUTORACK,68163.88963147429,73FTCENTERBEAM,103145.81199161767,33.7kGALTANK,96152.7187204202,4750CFCOVEREDHOPPER,29260,null,null,-180.09778923616722,296722.42034351215,91.43,3.319699887296356,-1.8430375219397999,6.4237244673085,6.4117300707675895,-3.8227841888519856,25.213,25.237,4.791475498555459,4.758737134003237,-4.026499370339006,47.984,48.129
66FTGONDOLA,121854.30903094752,66FTGONDOLA,43585.3747916179,null,null,null,null,null,null,51.145561525719415,165439.68382256542,42.92,3.1084510628691993,-2.2171804686899894,5.766023970836814,5.772908933305738,-3.9077870000000003,26.802,26.782,3.640782376535807,3.6622032689138924,-4.041558482951718,57.803,57.673
BNCOIL,99941.83032544752,100TROPENTOPHOPPER,26540,null,null,null,null,null,null,-10.885284034563725,126481.83032544752,29.869999999999997,3.123029981018674,-2.330148425273825,5.527659187191489,5.525870156904915,-3.9077870000000003,27.086,27.088,3.260750969085928,3.253855631810795,-4.046873923644701,61.875,61.929
3285CFCOVEREDHOPPER,24030,66FTGONDOLA,99251.82648216984,null,null,null,null,null,null,10.865351413287271,123281.82648216984,34.22,2.4265652765655945,-2.429191840481217,4.9899372790802845,4.992222406303537,-3.907787000000001,30.382,30.372,2.4285218380405404,2.437397941474967,-4.051533499299552,73.299,73.216
100TOPENTOPHOPPER,28030,3285CFCOVEREDHOPPER,33436.19058305656,TRIAUTORACK,49751.1186326121,null,null,null,null,-173.68039549600067,111217.30921566866,56.510000000000005,3.371998861696186,-2.164684593357561,5.7063126349413595,5.673250897545024,-3.904004627509525,26.398,26.476,2.7998390969257985,2.662687782860071,-4.039388470402471,64.330,65.437
BNCOIL,32812.67267742179,53FTWELL,93733.20916862556,29.3kGALTANK,36740,null,null,null,null,67.97346743155603,163285.88184604736,55.33,2.4500877607306704,-2.1707491405497676,5.388787111567881,5.398488846352292,-3.905500441592909,29.835,29.802,2.625540327922814,2.6641386202845228,-4.039600099985639,68.186,67.852
29.3kGALTANK,57840.855697512525,100TOPENTOPHOPPER,28030,null,null,null,null,null,null,84.31357496459486,85870.85569751252,33.39,1.6300511635966397,-2.348351008915893,4.699538682736537,4.7253476611373415,-3.9077870000000003,34.567,34.465,1.0869878897960892,1.2896433793680766,-4.047729401702397,94.800,91.505
66FTGONDOLA,48051.94142489417,33.7kGALTANK,84530.63069843901,null,null,null,null,null,null,-46.31672378035982,132582.57212333317,41.44,3.046070808272482,-2.3708055510337838,5.445604454933178,5.437704793164822,-3.907787000000001,27.452,27.469,3.2585332339258164,3.2308156700602013,-4.0487874010324205,62.428,62.637
33.7kGALTANK,100498.74808074719,73FTCENTERBEAM,28120,52FTGONDOLA,122034.25677285316,TRIAUTORACK,47990,4750CFCOVEREDHOPPER,77852.87366764003,133.6297576834802,376495.8785212404,108.78,2.3458032033999077,-1.4450059274560445,6.336052533606182,6.34303533144783,-3.67622998316045,27.110,27.089,4.759490284496879,4.778657267687292,-4.017869492534505,47.782,47.703
4750CFCOVEREDHOPPER,51793.03259763689,68FTFLAT,37060,53FTWELL,67950.9845675798,66FTGONDOLA,36578.70680747798,BIAUTORACK,80697.4357575026,-296.70448492153025,274080.1597301973,114.11000000000001,3.0895757998946065,-1.4734268130609542,6.589149345291055,6.568569151553042,-3.6657349912521107,25.026,25.069,5.164926507031511,5.11157995378536,-4.015888833823342,45.147,45.354
25.39kGALTANK,89935.99503976158,4750CFCOVEREDHOPPER,33425.947492972424,66FTGONDOLA,92544.43641207916,null,null,null,null,-42.060337189979364,215906.37894481316,57.970000000000006,3.6849925074574226,-2.1529824110459104,6.2070051536301,6.203051071883892,-3.901774960552078,24.555,24.561,4.3410666863529945,4.329478141664482,-4.039033410986597,51.457,51.518
BNCOIL,67014.73736964766,null,null,null,null,null,null,null,null,60.98749436770862,67014.73736964766,13.69,2.7549075249911645,-2.551933,4.833678464528883,4.857225766013626,-3.9077870000000003,29.571,29.500,1.8989530722550463,2.015587224081506,-4.057309563634002,80.895,79.490
25.39kGALTANK,47123.37915584634,68FTFLAT,37060,33.7kGALTANK,84764.1289302832,5188COVEREDHOPPER,41671.9027709665,null,null,-112.92289449764841,210619.41085709605,78.22,3.786898040477342,-2.0166097802573786,6.383356495930305,6.372874790763543,-3.8624362606926805,24.167,24.186,4.554906643505832,4.52503907611611,-4.03323367195249,49.447,49.588
4750CFCOVEREDHOPPER,29260,23.5kGALTANK,80062.04949253859,68FTFLAT,95275.92703367444,29.3kGALTANK,36740,null,null,72.76577144947223,241337.97652621302,75.83,3.0745265925655962,-2.015038155541848,6.059389724239009,6.065621555158269,-3.8834493028956714,26.599,26.581,4.092033234628377,4.110655028094719,-4.032899005708574,53.414,53.318
100TOPENTOPHOPPER,87754.8454867034,TRIAUTORACK,47990,100TROPENTOPHOPPER,26540,4750CFCOVEREDHOPPER,50996.033350624115,null,null,-380.03431685030733,213280.8788373275,78.23,3.6989000025291716,-1.851542325289068,6.455525597790206,6.421199817886619,-3.81514596976833,24.445,24.517,4.490187190095663,4.390166653811485,-4.026373590229471,49.232,49.697
BIAUTORACK,45360,29.3kGALTANK,36740,25.39kGALTANK,40910,100TOPENTOPHOPPER,32803.740622210375,66FTGONDOLA,33610,-216.3921413323506,189423.74062221037,101.66000000000003,3.2787907764061917,-1.672813358988165,6.263605086298994,6.241544888777882,-3.761449784077159,25.416,25.465,3.9643341034635666,3.8944277497083273,-4.022686554912077,52.469,52.841
33.7kGALTANK,91118.8722405644,null,null,null,null,null,null,null,null,-103.70771347239409,91118.8722405644,19.98,2.7118575597212167,-2.498468,5.034141861092504,5.005694582781803,-3.9077870000000003,29.176,29.253,2.6482427142509586,2.5355869210097124,-4.054794130190207,70.724,71.805
33.7kGALTANK,76370.71072381348,BIAUTORACK,81563.30899820646,BIAUTORACK,69859.62992259541,29.3kGALTANK,36740,100TOPENTOPHOPPER,95003.15368759031,-385.1867404772928,359536.8033322057,110.57000000000001,3.124962688829431,-1.5326290146665562,6.536627215287913,6.515859007575652,-3.681412771121646,24.839,24.882,5.051734745420737,4.997465834330422,-4.020580944142404,45.826,46.043
100TROPENTOPHOPPER,60007.06210335401,100TOPENTOPHOPPER,67944.2975320335,4750CFCOVEREDHOPPER,64812.37194664291,100TOPENTOPHOPPER,28030,null,null,193.37829129493622,220793.73158203042,64.78,1.8729564694499046,-2.0403494598895136,5.375974955188868,5.396131542642262,-3.8868510757742745,32.318,32.243,2.5486037144913056,2.6320622243676506,-4.033885908687784,68.786,68.049
100TROPENTOPHOPPER,26540,68FTFLAT,37060,68FTFLAT,66050.19055909174,BNCOIL,19140,TRIAUTORACK,58740.94896606084,-188.12082682857493,207531.13952515257,103.17000000000002,2.171156385123294,-1.6792311273709422,5.810880894766485,5.791831699718566,-3.7560267356221657,29.582,29.637,3.405884413109311,3.340973428714951,-4.022762518345152,58.039,58.463
4750CFCOVEREDHOPPER,115123.93705547469,53FTWELL,24950,5188COVEREDHOPPER,28120,BIAUTORACK,50887.65404844939,25.39kGALTANK,96608.66447721519,-206.96742369472548,315690.25558113924,106.19,3.2323364392544054,-1.4182748947529533,6.6027730937244,6.5903175587850615,-3.634067658950481,24.154,24.177,5.0301328501204114,4.9972159730191885,-4.019273981867311,45.486,45.617
66FTGONDOLA,52146.629626783906,33.7kGALTANK,45630,25.39kGALTANK,43528.17312327044,73FTCENTERBEAM,28120,null,null,-412.29401232574736,169424.80275005434,84.2,3.2093695232435024,-1.8202796647598585,6.289730703377084,6.24199848060638,-3.8137895619679183,26.008,26.122,4.452520793787987,4.315129941966747,-4.024785223311315,50.129,50.792
52FTGONDOLA,33978.100733308136,5188COVEREDHOPPER,28120,52FTGONDOLA,107669.7646681277,BNCOIL,98610.45180632873,BNCOIL,26126.350639502223,266.97704267858694,294504.66784726677,79.76,3.0502092796350135,-2.0762497077122433,5.9097918026790275,5.928935024050184,-3.876852487906861,26.898,26.847,3.8709473509569063,3.9299848770063748,-4.035603399036696,55.371,55.036
